name,record,fighter_url,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Ivan Erslan,14-6-0 (1 NC),http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,"6' 2""",205 lbs.,"72""",Orthodox,"Nov 15, 1991",2.55,46,5.01,53,0.45,20,61,0.0
Nick Ertl,8-6-0,http://ufcstats.com/fighter-details/74061adb224be3cc,"5' 9""",155 lbs.,--,,"Oct 29, 1968",1.34,69,1.59,41,1.88,50,0,0.0
Chel Erwin-Davis,5-1-0,http://ufcstats.com/fighter-details/c26ea30823f37316,"6' 0""",170 lbs.,--,,--,4.06,54,1.13,61,4.25,100,50,1.4
Bobby Escalante,5-6-0,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f,--,130 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Eric Esch,15-10-1,http://ufcstats.com/fighter-details/0e4daed84a8f39a6,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71,1.74,43,0.0,0,0,2.0
Pro Escobedo,1-0-0,http://ufcstats.com/fighter-details/b36874652ed7715d,--,205 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Cole Escovedo,17-9-0,http://ufcstats.com/fighter-details/5df17b3620145578,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.77,43,4.32,49,0.43,33,13,0.0
Efrain Escudero,28-12-0,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",2.92,44,2.3,63,1.31,40,66,0.8
Evan Esguerra,8-7-0 (1 NC),http://ufcstats.com/fighter-details/ed220e87bef0cc64,--,145 lbs.,--,,"Jul 13, 1978",0.0,0,0.0,0,0.0,0,0,0.0
Carla Esparza,20-8-0,http://ufcstats.com/fighter-details/d910665038efc639,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.19,39,2.87,54,3.28,36,47,0.3
Juan Espino,11-2-0,http://ufcstats.com/fighter-details/ccf5dc41417e9daf,"6' 3""",255 lbs.,"80""",Orthodox,"Oct 09, 1980",2.38,70,1.95,40,8.93,78,50,2.4
Jordan Espinosa,15-9-0 (1 NC),http://ufcstats.com/fighter-details/215a70f073a7b726,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52,2.94,57,0.75,28,70,0.2
Jodie Esquibel,6-6-0,http://ufcstats.com/fighter-details/411539901068522f,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.1,31,7.37,52,0.75,21,83,0.0
Rafael Estevam,14-0-0,http://ufcstats.com/fighter-details/83455a9d17f57dae,"5' 8""",135 lbs.,"69""",Orthodox,"Aug 10, 1996",2.1,54,2.59,47,6.01,38,66,0.3
Achilles Estremadura,7-1-0,http://ufcstats.com/fighter-details/41f3cfdab0b22236,"5' 10""",155 lbs.,"68""",Orthodox,"Mar 11, 1992",3.2,43,3.27,70,0.0,0,0,0.0
Shaun Etchell,7-3-0,http://ufcstats.com/fighter-details/ea9bfe9c25037bba,"5' 7""",125 lbs.,"68""",Switch,"Aug 05, 1993",0.0,0,0.0,0,4.37,100,100,0.0
Terry Etim,16-5-0,http://ufcstats.com/fighter-details/33011768c3c4dc9a,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35,2.53,67,0.43,30,39,1.4
Fred Ettish,1-1-0,http://ufcstats.com/fighter-details/8d5daf67983b65ba,"6' 0""",180 lbs.,--,Southpaw,"Oct 12, 1955",0.0,0,0.0,0,0.0,0,0,0.0
Scott Ettling,4-2-0,http://ufcstats.com/fighter-details/74b5736f1df40be3,--,135 lbs.,--,,--,0.0,0,0.54,83,8.04,100,0,0.0
Sijara Eubanks,8-7-0,http://ufcstats.com/fighter-details/4234f0097c83fa62,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",4.3,43,3.43,57,1.9,44,66,0.3
Billy Evangelista,13-3-0 (1 NC),http://ufcstats.com/fighter-details/9766ed20b68c7c33,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",4.51,40,3.96,61,1.6,19,61,0.2
Rashad Evans,19-8-1,http://ufcstats.com/fighter-details/ee779c43a8926d52,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37,2.42,63,2.98,44,73,0.0
Doug Evans,13-10-0,http://ufcstats.com/fighter-details/d3de4a24f7eefac8,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35,2.55,55,3.19,83,69,0.6
Ashlee Evans-Smith,6-6-0,http://ufcstats.com/fighter-details/fc6e681bf6658faf,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",4.03,34,4.59,53,0.95,22,50,0.0
Dan Evensen,11-4-0,http://ufcstats.com/fighter-details/dd8aec6de7035943,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10,3.86,38,0.0,0,0,4.0
Tonya Evinger,19-8-0 (1 NC),http://ufcstats.com/fighter-details/b12a1d19ee383b7c,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",1.16,42,4.02,38,0.93,30,33,0.9
Movsar Evloev,19-0-0,http://ufcstats.com/fighter-details/76e2870ffafbe38f,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",3.99,48,2.66,60,4.67,48,61,0.2
Andre Ewell,17-9-0,http://ufcstats.com/fighter-details/5f6f049d54728e88,"5' 8""",145 lbs.,"75""",Southpaw,"Jan 21, 1988",4.28,40,4.87,51,0.36,75,72,0.1
Chris Ewert,7-1-0,http://ufcstats.com/fighter-details/54c2576b7f2f1f57,"6' 0""",185 lbs.,"75""",Orthodox,"Sep 06, 1993",3.4,37,4.33,50,0.0,0,42,0.0
Neal Ewing,6-0-0,http://ufcstats.com/fighter-details/0798f558681d0eb5,--,185 lbs.,--,,"Sep 30, 1985",2.27,60,1.93,48,5.0,62,0,0.0
Ethyn Ewing,9-2-0,http://ufcstats.com/fighter-details/d776b5814f2400b4,"5' 6""",135 lbs.,"69""",Orthodox,"Feb 16, 1998",5.67,52,5.13,47,3.0,60,100,0.0
Manuel Exposito,13-3-0,http://ufcstats.com/fighter-details/a1cb266d7f44f35f,"5' 7""",145 lbs.,"68""",Orthodox,"May 09, 2000",2.53,27,9.73,34,2.0,40,100,0.0
Jessica Eye,15-11-0 (1 NC),http://ufcstats.com/fighter-details/f72465a784c1b084,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.86,37,4.19,55,0.58,40,57,0.5
Edward Faaloloto,2-5-0,http://ufcstats.com/fighter-details/6224e8d0a34264eb,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984",2.28,32,6.25,44,1.01,25,33,0.0
Urijah Faber,35-11-0,http://ufcstats.com/fighter-details/78114b7199cef90c,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,40,2.59,64,1.54,30,58,0.8
Melinda Fabian,4-4-2,http://ufcstats.com/fighter-details/8c020156779f7888,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987",4.03,41,4.0,62,0.0,0,100,0.0
Wagnney Fabiano,16-4-0,http://ufcstats.com/fighter-details/40389d39a92f5bfa,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",1.19,38,0.66,70,3.44,64,100,0.4
Bartosz Fabinski,15-5-0,http://ufcstats.com/fighter-details/e17ac6410c8377f4,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.23,68,1.46,51,7.1,70,80,0.0
Ron Faircloth,33-20-0 (1 NC),http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",0.39,40,8.9,42,0.0,0,0,0.0
Jason Fairn,4-5-0,http://ufcstats.com/fighter-details/adea9f0090aa8e14,"6' 1""",230 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Zarah Fairn,6-6-0,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,"5' 8""",135 lbs.,"72""",Orthodox,"Dec 10, 1983",4.55,31,7.4,45,0.0,0,60,0.0
Rinat Fakhretdinov,24-1-1,http://ufcstats.com/fighter-details/8f765fd5775a8873,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",5.03,52,3.61,54,3.91,34,91,0.2
Maiquel Falcao,37-10-0 (1 NC),http://ufcstats.com/fighter-details/d58478ded5534695,"5' 11""",185 lbs.,--,Orthodox,"Mar 08, 1981",1.67,55,0.53,86,1.0,100,71,3.0
Pedro Falcao,16-5-0,http://ufcstats.com/fighter-details/f7be1db194e03d7e,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 30, 1992",3.21,48,3.39,50,2.73,25,66,0.0
Brodie Farber,16-7-0,http://ufcstats.com/fighter-details/91d73ee59347ac16,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,45,2.17,53,0.9,50,20,0.9
Joao Paulo Faria,1-1-0,http://ufcstats.com/fighter-details/04e9955f33e0c267,"5' 9""",155 lbs.,--,,--,6.69,64,2.09,85,1.25,50,0,1.2
Kalindra Faria,18-8-1,http://ufcstats.com/fighter-details/27b164b0d1833df0,"5' 7""",125 lbs.,--,Switch,"Jul 23, 1986",2.23,56,1.44,45,1.31,66,20,0.7
Jair Farias,10-1-0,http://ufcstats.com/fighter-details/431262bbc69215dc,"6' 1""",145 lbs.,"76""",Orthodox,"Mar 16, 1993",3.8,39,5.33,51,0.0,0,41,0.0
Chance Farrar,8-3-0 (1 NC),http://ufcstats.com/fighter-details/49c7236c737d7e59,"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",0.81,22,2.21,67,3.02,100,0,0.0
Rico Farrington,7-3-0,http://ufcstats.com/fighter-details/f89e6e66b9b112de,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",6.33,41,7.2,51,0.0,0,20,0.0
Kelly Faszholz,4-2-0,http://ufcstats.com/fighter-details/9c42a0de8e012870,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48,3.61,52,0.0,0,44,0.0
Rodney Faverus,25-20-3 (1 NC),http://ufcstats.com/fighter-details/5af26b3201690d29,"6' 0""",215 lbs.,--,Southpaw,"Jan 03, 1975",2.3,53,1.6,54,4.5,100,25,0.0
Paul Felder,17-6-0,http://ufcstats.com/fighter-details/e5010b1b94ca5755,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.7,44,3.44,48,0.29,28,64,0.2
Carlos Felipe,11-2-0,http://ufcstats.com/fighter-details/a2ea77e974c5889f,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45,5.6,50,0.0,0,72,0.0
JP Felty,4-5-0,http://ufcstats.com/fighter-details/954e3f4e2b0e6510,--,170 lbs.,--,,"Apr 28, 1979",0.0,0,0.0,0,0.0,0,0,0.0
Feng Pengchao,15-9-1,http://ufcstats.com/fighter-details/86597694317e5e1b,--,135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Feng Xiaocan,10-4-0,http://ufcstats.com/fighter-details/c940b42df95bbd28,"5' 7""",115 lbs.,"67""",Southpaw,"Oct 27, 2001",4.18,49,1.49,68,0.7,100,63,0.0
Kevin Ferguson,5-2-0 (1 NC),http://ufcstats.com/fighter-details/27541033b97c076d,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",2.3,50,3.41,38,3.1,72,36,1.2
Rhadi Ferguson,3-0-0,http://ufcstats.com/fighter-details/15f4550e017f6c7d,"5' 7""",205 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Tony Ferguson,26-11-0,http://ufcstats.com/fighter-details/22a92d7f62195791,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 12, 1984",4.91,45,4.37,55,0.39,35,66,0.9
Josh Ferguson,10-5-0,http://ufcstats.com/fighter-details/b0f316c60f8d3b47,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",2.13,43,4.18,32,0.59,11,54,0.0
CJ Fernandes,14-8-3,http://ufcstats.com/fighter-details/979f7edbb6980b0d,"6' 2""",170 lbs.,--,,"Nov 13, 1977",0.0,0,0.0,0,0.0,0,0,0.0
Bibiano Fernandes,20-3-0,http://ufcstats.com/fighter-details/cbc071cb20ea59c7,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",2.91,40,2.02,72,3.97,53,77,0.6
Gabriella Fernandes,11-3-0,http://ufcstats.com/fighter-details/a6eb54ae17a551be,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",3.56,48,5.19,52,0.44,18,68,0.2
Kaue Fernandes,11-2-0,http://ufcstats.com/fighter-details/ec13c393d029297d,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995",4.28,55,1.42,62,1.18,100,76,0.0
Emily Fernandez,0-0-0,http://ufcstats.com/fighter-details/7ee1babb99f30115,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Luke Fernandez,6-1-0,http://ufcstats.com/fighter-details/d62e280d0f7b6d6f,"6' 1""",205 lbs.,"76""",Orthodox,"Jun 29, 1995",8.14,58,10.17,36,0.0,0,0,0.0
Lucas Fernando,9-2-0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,"6' 3""",185 lbs.,"80""",,"Jan 10, 1997",1.87,51,4.73,38,3.0,30,0,1.0
Alexandre Ferreira,18-6-0,http://ufcstats.com/fighter-details/28ba5f27e473420c,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979",2.57,60,8.14,42,0.0,0,0,0.0
Cezar Ferreira,13-8-0,http://ufcstats.com/fighter-details/dbc17725b887860a,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",1.9,42,2.44,53,2.69,53,84,0.5
Diego Ferreira,19-7-0,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.7,39,3.46,55,0.82,30,57,0.6
Erisson Ferreira,12-2-0,http://ufcstats.com/fighter-details/1c2a8915f8431507,"5' 6""",125 lbs.,"70""",Orthodox,"May 03, 1991",1.75,32,2.75,56,1.11,100,66,1.7
Brunno Ferreira,15-3-0,http://ufcstats.com/fighter-details/1e719d4b676dc19a,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",3.77,50,3.91,51,1.25,23,61,0.8
Scott Ferrozzo,4-2-0,http://ufcstats.com/fighter-details/977081bc01197656,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",0.0,0,0.0,0,0.0,0,0,0.0
Timo Feucht,8-1-0,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",0.0,0,0.0,0,0.0,0,0,0.0
Andre Fialho,16-8-0 (1 NC),http://ufcstats.com/fighter-details/33efaf2d0941cfcf,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",3.3,41,6.26,45,0.25,100,66,0.0
Drew Fickett,42-21-0,http://ufcstats.com/fighter-details/d814f5192e58fb2f,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",2.33,41,2.29,57,1.3,35,30,2.2
Scott Fiedler,0-1-0,http://ufcstats.com/fighter-details/0ec821423baa26bd,"6' 4""",235 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Ron Fields,28-32-1,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974",0.33,33,2.64,11,0.0,0,0,0.0
Michal Figlak,8-2-0,http://ufcstats.com/fighter-details/b4c57a8c2b773e82,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996",4.0,39,4.93,52,0.5,12,57,0.0
Deiveson Figueiredo,25-6-1,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",2.63,53,3.47,49,1.61,35,57,1.2
Francisco Figueiredo,13-5-1 (1 NC),http://ufcstats.com/fighter-details/cdadae5363b66eef,"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989",2.04,61,2.59,61,2.51,75,76,0.4
Anthony Figueroa,11-8-1,http://ufcstats.com/fighter-details/daff32bc96d1eabf,"5' 4""",135 lbs.,--,Orthodox,--,2.37,48,3.77,49,0.0,0,58,0.0
Edwin Figueroa,9-5-0,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",2.57,39,3.06,51,0.2,100,37,0.6
Jonathan Figueroa,16-1-0,http://ufcstats.com/fighter-details/2226445c4a196dc8,--,185 lbs.,--,,"Feb 05, 1995",0.0,0,0.0,0,0.0,0,0,0.0
Paulo Filho,23-6-3,http://ufcstats.com/fighter-details/2abdead94ce73552,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978",1.86,48,1.67,66,2.4,32,42,1.6
Jafel Filho,17-4-0,http://ufcstats.com/fighter-details/65adf3856c4d9256,"5' 7""",125 lbs.,"68""",Orthodox,"May 05, 1993",1.85,41,1.62,50,2.52,45,66,2.2
Andre Fili,25-13-0 (1 NC),http://ufcstats.com/fighter-details/8fd808923cffff82,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.88,37,4.34,50,2.32,46,71,0.2
Mirko Filipovic,35-11-2 (1 NC),http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50,1.89,63,0.19,40,78,0.3
Brady Fink,2-3-0,http://ufcstats.com/fighter-details/997b4f52f76a0b53,"6' 0""",183 lbs.,--,Orthodox,"May 23, 1981",1.69,41,1.69,61,3.63,25,0,3.6
Jesse Finney,5-1-0,http://ufcstats.com/fighter-details/0496cdac0bc9edd8,"6' 0""",170 lbs.,--,,"Jul 11, 1974",0.0,0,0.0,0,0.0,0,0,0.0
Jan Finney,11-12-0,http://ufcstats.com/fighter-details/3317823959d32a05,"5' 8""",135 lbs.,--,Orthodox,"Apr 18, 1980",2.16,28,8.75,42,0.77,11,25,0.0
Torrez Finney,11-1-0,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998",1.78,54,3.34,40,6.86,59,75,0.8
Luigi Fioravanti,26-15-0,http://ufcstats.com/fighter-details/9583662df31d943f,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42,2.21,69,3.76,63,67,0.9
Nick Fiore,6-2-0,http://ufcstats.com/fighter-details/036e96c1c12b8a59,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997",2.83,46,7.93,42,2.5,45,71,0.0
Manon Fiorot,13-2-0,http://ufcstats.com/fighter-details/34ff304266360297,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",5.66,42,3.58,66,1.05,29,87,0.0
Luiz Firmino,19-8-0,http://ufcstats.com/fighter-details/16d09e800ad7ec79,"5' 6""",154 lbs.,--,Orthodox,"Mar 18, 1982",1.23,50,1.22,51,3.86,45,20,0.9
Spencer Fisher,24-9-0,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,43,3.03,64,0.67,30,60,0.8
Chris Fishgold,18-4-1,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,32,2.7,46,2.59,46,44,1.3
Bryanna Fissori,2-4-0,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,"5' 4""",145 lbs.,--,,--,1.4,46,1.2,57,2.0,25,50,0.0
Jon Fitch,30-7-1 (1 NC),http://ufcstats.com/fighter-details/6f018c039b4d5d80,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50,1.65,54,3.6,51,56,0.8
Isi Fitikefu,6-0-0,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5,"5' 10""",205 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Rafael Fiziev,13-5-0,http://ufcstats.com/fighter-details/c814b4c899793af6,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",4.71,52,4.84,49,0.83,66,90,0.0
Colin Fletcher,14-8-0,http://ufcstats.com/fighter-details/7d09200f6a77b20e,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",3.1,34,2.97,62,0.0,0,27,0.0
AJ Fletcher,10-3-0,http://ufcstats.com/fighter-details/725b1abc9a39d873,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",3.36,49,4.61,46,1.54,35,33,0.9
Nathan Fletcher,9-3-0,http://ufcstats.com/fighter-details/a2d342ffc83913ed,"5' 7""",135 lbs.,"70""",Orthodox,"Jan 03, 1998",3.41,59,2.16,57,3.37,38,50,0.7
Jimmy Flick,17-9-0,http://ufcstats.com/fighter-details/09e62c450e754913,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",1.67,50,4.7,43,2.36,33,0,3.5
Luke Flores,9-2-0,http://ufcstats.com/fighter-details/b5f44dcb863f595b,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",1.56,44,1.88,60,0.0,0,40,1.2
Ty Flores,7-3-0,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",2.0,37,7.8,25,1.0,9,0,0.0
Alejandro Flores,17-3-0,http://ufcstats.com/fighter-details/d23d5960ac5e117c,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",3.66,40,2.02,54,0.0,0,0,0.0
Kenny Florian,14-6-0,http://ufcstats.com/fighter-details/cb139171ed1b69fe,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40,1.85,63,2.22,33,60,1.3
Darrius Flowers,12-8-1,http://ufcstats.com/fighter-details/65db4065e2bc107d,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1994",3.07,49,5.49,44,0.98,28,63,0.0
Cody Floyd,2-0-0,http://ufcstats.com/fighter-details/8164250600b7c91b,--,--,--,,"Jul 18, 1988",0.0,0,0.0,0,0.0,0,0,0.0
Bobby Flynn,6-4-0,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a,--,170 lbs.,--,,--,0.38,25,0.77,0,0.0,0,0,0.0
Caros Fodor,11-6-0,http://ufcstats.com/fighter-details/01d2ed8c502e3828,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",2.76,54,2.83,54,2.1,25,50,0.0
Mal Foki,5-5-0,http://ufcstats.com/fighter-details/fa534853eb195270,"5' 7""",220 lbs.,--,Orthodox,"Mar 16, 1976",2.86,14,14.29,54,0.0,0,0,0.0
Matt Foki,5-4-0 (1 NC),http://ufcstats.com/fighter-details/5de61b03868035ff,"5' 7""",220 lbs.,--,Orthodox,"Mar 16, 1976",0.0,0,3.37,56,0.0,0,0,0.0
AJ Fonseca,5-4-0,http://ufcstats.com/fighter-details/0adf1aacda5e26ac,"5' 4""",145 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Rob Font,22-10-0,http://ufcstats.com/fighter-details/05339613bf8e9808,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",5.11,45,3.53,57,0.7,29,37,0.3
Claudionor Fontinelle,10-15-1,http://ufcstats.com/fighter-details/7a82635ffa9b59fe,"5' 5""",185 lbs.,--,Orthodox,--,2.62,42,10.25,28,0.0,0,0,0.0
Jesse Forbes,15-5-0,http://ufcstats.com/fighter-details/947eccadb72f4f6f,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",2.11,24,4.06,53,1.79,75,66,1.2
Sterling Ford,15-7-0,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,"5' 10""",155 lbs.,--,,"Mar 12, 1986",0.0,0,0.0,0,0.0,0,0,0.0
Codale Ford,11-9-0,http://ufcstats.com/fighter-details/5340123d826ceadb,"5' 9""",170 lbs.,--,,"May 13, 1979",0.0,0,0.0,0,0.0,0,0,0.0
Raheam Forest,7-2-0,http://ufcstats.com/fighter-details/90390dd1b0791e7f,"5' 11""",170 lbs.,"73""",Switch,"Jul 11, 1997",5.32,38,12.15,42,0.0,0,0,0.0
Jussier Formiga,23-8-0,http://ufcstats.com/fighter-details/b102c26727306ab6,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,39,2.34,64,1.82,35,87,0.6
Carol Foro,9-1-0,http://ufcstats.com/fighter-details/77ba5b2939c4018b,"5' 2""",115 lbs.,"61""",Orthodox,"Mar 21, 1997",7.8,55,7.67,58,0.0,0,100,0.0
Renee Forte,8-4-0,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",2.08,32,2.12,63,2.32,58,66,0.0
Brianna Fortino,9-3-0,http://ufcstats.com/fighter-details/b53c46f613f6f248,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",3.53,41,3.23,57,2.5,45,66,0.0
Marcel Fortuna,9-3-0,http://ufcstats.com/fighter-details/d761b3766e38c5db,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",3.83,46,4.52,64,0.45,8,75,0.5
Brian Foster,27-10-0,http://ufcstats.com/fighter-details/3dc3022232b79c7a,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",3.3,39,1.63,65,3.67,60,37,1.8
Xavier Foupa-Pokam,32-22-0,http://ufcstats.com/fighter-details/ec33146e43e58933,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982",1.47,43,2.5,49,0.0,0,16,0.0
Mason Fowler,2-0-0,http://ufcstats.com/fighter-details/d745d4146be48679,"5' 11""",170 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Brandon Foxworth,18-4-0,http://ufcstats.com/fighter-details/f65a0eb902f9476b,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979",1.33,32,4.59,50,0.0,0,0,0.0
Hermes Franca,24-17-0 (1 NC),http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39,2.85,55,1.53,36,37,2.4
Glaico Franca Moreira,15-5-0,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42,3.46,47,2.68,42,76,0.3
Francisco France,13-5-1,http://ufcstats.com/fighter-details/ecfdbf38681a59ba,"6' 0""",205 lbs.,--,,"Jan 21, 1983",0.54,33,3.51,27,0.0,0,0,6.1
John Franchi,6-2-0,http://ufcstats.com/fighter-details/b9532d815060de7f,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",1.83,48,2.59,48,2.68,80,40,0.3
Felipe Franco,10-1-0,http://ufcstats.com/fighter-details/e564146b9cf6dbef,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 2001",2.23,71,2.84,35,6.08,40,100,0.0
Rich Franklin,29-7-0 (1 NC),http://ufcstats.com/fighter-details/d897897060f10a3a,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.1,44,2.07,62,1.31,66,63,0.7
Xavier Franklin,5-1-0 (1 NC),http://ufcstats.com/fighter-details/90957a918e26bf9c,"5' 6""",135 lbs.,"66""",Southpaw,"Oct 15, 1996",3.07,33,5.27,50,0.0,0,100,0.0
